date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:16	234446/234446	---M--	200	added ('OK')	image/svg+xml	etag:%22393ce-5911910f11c00%22	http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.4.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.svg	(from http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.4.0)
18:39:20	160400/160400	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2227290-5911910f11c00%22	http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.4.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.eot	(from http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.4.0)
18:39:20	84820/84820	---M--	200	added ('OK')	font/woff	etag:%2214b54-5911910f11c00%22	http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.4.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.woff	(from http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.4.0)
18:39:32	160240/160240	---M--	200	added ('OK')	font/ttf	etag:%22271f0-5911910f11c00%22	http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.4.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.ttf	(from http://localhost/9Spares/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.4.0)
18:40:08	210274/210274	---M--	200	added ('OK')	image/jpeg	etag:%2233562-596c135db3b01%22	http://localhost/9Spares/wp-content/uploads/2019/11/bmw-1368279_1280.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/bmw-1368279_1280.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:40:12	274735/274735	---M--	200	added ('OK')	image/jpeg	etag:%224312f-596c12196212d%22	http://localhost/9Spares/wp-content/uploads/2019/11/toyota-4422348_1280.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/toyota-4422348_1280.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:40:16	18034/18034	---M--	200	added ('OK')	image/jpeg	etag:%224672-596c8b9b4c196%22	http://localhost/9Spares/wp-content/uploads/2019/11/WhatsApp-Image-2019-11-08-at-12.49.34-AM-1.jpeg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/WhatsApp-Image-2019-11-08-at-12.49.34-AM-1.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:09	636431/636431	---M--	200	added ('OK')	image/jpeg	etag:%229b60f-596c0d6b9f3df%22	http://localhost/9Spares/wp-content/uploads/2019/11/rim-2971142_1920.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/rim-2971142_1920.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:10	351556/351556	---M--	200	added ('OK')	image/png	etag:%2255d44-596c90377a2d6%22	http://localhost/9Spares/wp-content/uploads/2019/11/gears-24276_1280.png	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/gears-24276_1280.png	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:36	147892/147892	---M--	200	added ('OK')	image/jpeg	etag:%22241b4-596c863cbaed2%22	http://localhost/9Spares/wp-content/uploads/2019/11/Audrey.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Audrey.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:36	770303/770303	---M--	200	added ('OK')	image/jpeg	etag:%22bc0ff-596c0e6efc7e6%22	http://localhost/9Spares/wp-content/uploads/2019/11/mercedes-1338063_1920.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/mercedes-1338063_1920.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:37	471119/471119	---M--	200	added ('OK')	image/jpeg	etag:%227304f-59701e4038f78%22	http://localhost/9Spares/wp-content/uploads/2019/11/Pharis.jpeg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Pharis.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:41:37	29295/29295	---M--	200	added ('OK')	text/css	etag:%22726f-5871dc47ed100%22	http://localhost/9Spares/wp-includes/css/dist/block-library/style.min.css?ver=5.2.5	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-includes/css/dist/block-library/style.min6619.css	(from http://localhost/9Spares/store/)
18:41:38	4714/4714	---M--	200	added ('OK')	text/css	etag:%22126a-596c9b474ce3a%22	http://localhost/9Spares/wp-content/uploads/elementor/css/post-552.css?ver=1573167943	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/elementor/css/post-552ad9f.css	(from http://localhost/9Spares/store/)
18:41:39	1776/1776	---M--	200	added ('OK')	application/javascript	etag:%226f0-597017171df0f%22	http://localhost/9Spares/wp-content/plugins/woo-m-pesa-payment-gateway/trxcheck.js?ver=5.2.5	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/woo-m-pesa-payment-gateway/trxcheck6619.js	(from http://localhost/9Spares/store/)
18:41:59	549593/549593	---M--	200	added ('OK')	image/jpeg	etag:%22862d9-596c8e5c28f5b%22	http://localhost/9Spares/wp-content/uploads/2019/11/stock-photo-many-auto-parts-done-in-d-253694653.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/stock-photo-many-auto-parts-done-in-d-253694653.jpg	(from http://localhost/9Spares/wp-content/uploads/elementor/css/post-550.css?ver=1573409797)
18:42:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Jan%202020%2015:41:40%20GMT	http://localhost/9Spares/?p=552	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/index5195.html	(from http://localhost/9Spares/store/)
18:42:13	2194/2194	---M--	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202020%2015:41:39%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fstore%2F	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embed76aa.json	(from http://localhost/9Spares/store/)
18:42:23	2287/2287	---M--	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202020%2015:42:13%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fstore%2F&format=xml	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embedbddb	(from http://localhost/9Spares/store/)
18:42:24	19891/19891	---M--	200	added ('OK')	image/jpeg	etag:%224db3-596d791da0381%22	http://localhost/9Spares/wp-content/uploads/2019/01/16-Inch-Alloy-Wheel-Rims-Mercedes-Custom-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/16-Inch-Alloy-Wheel-Rims-Mercedes-Custom-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:34	9416/9416	---M--	200	added ('OK')	image/jpeg	etag:%2224c8-596d785e59449%22	http://localhost/9Spares/wp-content/uploads/2019/01/5-6-speed-leather-gear-shift-knob-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/5-6-speed-leather-gear-shift-knob-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:35	9817/9817	---M--	200	added ('OK')	image/jpeg	etag:%222659-596d710c5af7a%22	http://localhost/9Spares/wp-content/uploads/2019/01/90369-T0003-for-TOYOTA-LAND-CRUISER-CAR-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/90369-T0003-for-TOYOTA-LAND-CRUISER-CAR-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:36	11330/11330	---M--	200	added ('OK')	image/jpeg	etag:%222c42-596d5e29f4259%22	http://localhost/9Spares/wp-content/uploads/2019/11/android-9-0-2g-16g-car-stereo-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/android-9-0-2g-16g-car-stereo-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:39	8487/8487	---M--	200	added ('OK')	image/jpeg	etag:%222127-596d6a8b3c9f1%22	http://localhost/9Spares/wp-content/uploads/2019/01/Auto-Suspension-Parts-Front-control-arm-for-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Auto-Suspension-Parts-Front-control-arm-for-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:41	61214/61214	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:24%20GMT	http://localhost/9Spares/product/wheel-rims/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/wheel-rims/index.html	(from http://localhost/9Spares/store/)
18:42:43	22036/22036	---M--	200	added ('OK')	image/jpeg	etag:%225614-596d554f71ba0%22	http://localhost/9Spares/wp-content/uploads/2019/11/bmw-engine-1-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/bmw-engine-1-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:51	59685/59685	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:34%20GMT	http://localhost/9Spares/product/t003/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/t003/index.html	(from http://localhost/9Spares/store/)
18:42:53	8840/8840	---M--	200	added ('OK')	image/jpeg	etag:%222288-596d5b5871149%22	http://localhost/9Spares/wp-content/uploads/2019/11/s-l1600-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/s-l1600-300x300.jpg	(from http://localhost/9Spares/store/)
18:42:53	61806/61806	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:34%20GMT	http://localhost/9Spares/product/gear-shift/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/gear-shift/index.html	(from http://localhost/9Spares/store/)
18:43:00	7463/7463	---M--	200	added ('OK')	image/jpeg	etag:%221d27-596d596ad6f62%22	http://localhost/9Spares/wp-content/uploads/2019/11/Car-Modified-Carbon-Fiber-Front-Bumper-Lip-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Car-Modified-Carbon-Fiber-Front-Bumper-Lip-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:04	61035/61035	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:40%20GMT	http://localhost/9Spares/product/front-control-arm/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/front-control-arm/index.html	(from http://localhost/9Spares/store/)
18:43:06	10428/10428	---M--	200	added ('OK')	image/jpeg	etag:%2228bc-596d76922d61e%22	http://localhost/9Spares/wp-content/uploads/2019/01/Excavator-spare-parts-foot-pedal-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Excavator-spare-parts-foot-pedal-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:08	59620/59620	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:43%20GMT	http://localhost/9Spares/product/bmw-bare-engine/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/bmw-bare-engine/index.html	(from http://localhost/9Spares/store/)
18:43:11	12065/12065	---M--	200	added ('OK')	image/jpeg	etag:%222f21-596d7ade07f48%22	http://localhost/9Spares/wp-content/uploads/2019/01/Genuine-Mercedes-e-class-headlight-for-W212-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Genuine-Mercedes-e-class-headlight-for-W212-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:30	59917/59917	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:42:53%20GMT	http://localhost/9Spares/product/crankshaft-pulley/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/crankshaft-pulley/index.html	(from http://localhost/9Spares/store/)
18:43:30	60987/60987	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:00%20GMT	http://localhost/9Spares/product/car-modified-front-bumber-lip/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/car-modified-front-bumber-lip/index.html	(from http://localhost/9Spares/store/)
18:43:33	9886/9886	---M--	200	added ('OK')	image/jpeg	etag:%22269e-596d66056fbda%22	http://localhost/9Spares/wp-content/uploads/2019/01/High-quality-steel-front-bumper-guard-for-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/High-quality-steel-front-bumper-guard-for-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:39	15306/15306	---M--	200	added ('OK')	image/jpeg	etag:%223bca-596d686004a82%22	http://localhost/9Spares/wp-content/uploads/2019/01/Hot-Sale-Auto-Car-Spare-Parts-Alternator-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Hot-Sale-Auto-Car-Spare-Parts-Alternator-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:39	60333/60333	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:07%20GMT	http://localhost/9Spares/product/excavator-foot-pedal/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/excavator-foot-pedal/index.html	(from http://localhost/9Spares/store/)
18:43:42	60874/60874	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:11%20GMT	http://localhost/9Spares/product/e-class-headlight/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/e-class-headlight/index.html	(from http://localhost/9Spares/store/)
18:43:44	11739/11739	---M--	200	added ('OK')	image/jpeg	etag:%222ddb-596d72de54b78%22	http://localhost/9Spares/wp-content/uploads/2019/01/Japan-Car-Spare-parts-1Z-Cylinder-Head-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Japan-Car-Spare-parts-1Z-Cylinder-Head-300x300.jpg	(from http://localhost/9Spares/store/)
18:43:52	17388/17388	---M--	200	added ('OK')	image/jpeg	etag:%2243ec-596d7a0304cbb%22	http://localhost/9Spares/wp-content/uploads/2019/01/mercedes-sprinter-seat-ZTZY3300-bus-seat-bus-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/mercedes-sprinter-seat-ZTZY3300-bus-seat-bus-300x300.jpg	(from http://localhost/9Spares/store/)
18:44:07	60259/60259	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:33%20GMT	http://localhost/9Spares/product/bumber-guard/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/bumber-guard/index.html	(from http://localhost/9Spares/store/)
18:44:15	46881/46881	---M--	200	added ('OK')	image/png	etag:%22b721-596d7bd82eb96%22	http://localhost/9Spares/wp-content/uploads/2019/01/electric-vehicle-ev-charging-cable-type-2-300x300.png	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/electric-vehicle-ev-charging-cable-type-2-300x300.png	(from http://localhost/9Spares/store/)
18:44:18	60543/60543	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:39%20GMT	http://localhost/9Spares/product/alternator/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/alternator/index.html	(from http://localhost/9Spares/store/)
18:44:21	59895/59895	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:43%20GMT	http://localhost/9Spares/product/cylinder-head/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/cylinder-head/index.html	(from http://localhost/9Spares/store/)
18:44:25	18149/18149	---M--	200	added ('OK')	image/jpeg	etag:%2246e5-596d5c88cd364%22	http://localhost/9Spares/wp-content/uploads/2019/11/e46-e66-e60-e90-Radiator-Cooling-Fan-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/e46-e66-e60-e90-Radiator-Cooling-Fan-300x300.jpg	(from http://localhost/9Spares/store/)
18:44:30	13567/13567	---M--	200	added ('OK')	image/jpeg	etag:%2234ff-596d7240080c6%22	http://localhost/9Spares/wp-content/uploads/2019/01/Tcm-toyota-forklift-parts-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/Tcm-toyota-forklift-parts-300x300.jpg	(from http://localhost/9Spares/store/)
18:44:33	60033/60033	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:43:52%20GMT	http://localhost/9Spares/product/sprinter-seat/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/sprinter-seat/index.html	(from http://localhost/9Spares/store/)
18:44:40	8322/8322	---M--	200	added ('OK')	image/jpeg	etag:%222082-596d62128cb3b%22	http://localhost/9Spares/wp-content/uploads/2019/11/e46-e66-e60-Water-Hose-for-bmw-300x300.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/e46-e66-e60-Water-Hose-for-bmw-300x300.jpg	(from http://localhost/9Spares/store/)
18:44:52	62655/62655	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:44:15%20GMT	http://localhost/9Spares/product/charging-cable/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/charging-cable/index.html	(from http://localhost/9Spares/store/)
18:44:54	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%2257b-574a661196280%22	http://localhost/9Spares/wp-includes/js/wp-embed.min.js?ver=5.2.5	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-includes/js/wp-embed.min6619.js	(from http://localhost/9Spares/store/)
18:44:54	60614/60614	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:44:23%20GMT	http://localhost/9Spares/product/radiator-cooling-fan/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/radiator-cooling-fan/index.html	(from http://localhost/9Spares/store/)
18:44:57	60045/60045	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:44:31%20GMT	http://localhost/9Spares/product/fork-lift/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/fork-lift/index.html	(from http://localhost/9Spares/store/)
18:45:02	59621/59621	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:44:41%20GMT	http://localhost/9Spares/product/water-hose/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product/water-hose/index.html	(from http://localhost/9Spares/store/)
18:45:29	25952/25952	---M--	200	added ('OK')	text/css	etag:%226560-596eabff06a47%22	http://localhost/9Spares/wp-content/uploads/elementor/css/post-551.css?ver=1573309870	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/elementor/css/post-551d369.css	(from http://localhost/9Spares/about-us/)
18:45:31	12996/12996	---MC-	200	added ('OK')	application/rss+xml	etag:%22d6220fcde6b749f18dd12e2ad11dc28c%22	http://localhost/9Spares/product-category/mercedes/feed/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product-category/mercedes/feed/index.html	(from http://localhost/9Spares/product-category/mercedes/)
18:45:32	8571/8571	---MC-	200	added ('OK')	application/rss+xml	etag:%22d6220fcde6b749f18dd12e2ad11dc28c%22	http://localhost/9Spares/product-category/toyota/feed/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product-category/toyota/feed/index.html	(from http://localhost/9Spares/product-category/toyota/)
18:45:35	9425/9425	---MC-	200	added ('OK')	application/rss+xml	etag:%22d6220fcde6b749f18dd12e2ad11dc28c%22	http://localhost/9Spares/product-category/bmw/feed/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/product-category/bmw/feed/index.html	(from http://localhost/9Spares/product-category/bmw/)
18:45:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Jan%202020%2015:45:31%20GMT	http://localhost/9Spares/?p=551	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/index46de.html	(from http://localhost/9Spares/about-us/)
18:45:49	2209/2209	---M--	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202020%2015:45:30%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fabout-us%2F	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embed0e88.json	(from http://localhost/9Spares/about-us/)
18:46:16	2302/2302	---M--	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202020%2015:45:51%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fabout-us%2F&format=xml	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embedabbf	(from http://localhost/9Spares/about-us/)
18:46:20	15137/15137	---M--	200	added ('OK')	image/jpeg	etag:%223b21-596c8d2ce9ee1%22	http://localhost/9Spares/wp-content/uploads/2019/11/Kaleb.jpeg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Kaleb.jpg	(from http://localhost/9Spares/about-us/)
18:46:23	96063/96063	---M--	200	added ('OK')	image/jpeg	etag:%221773f-596ea334627c2%22	http://localhost/9Spares/wp-content/uploads/2019/11/Nancy.jpeg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Nancy.jpg	(from http://localhost/9Spares/about-us/)
18:46:35	110318/110318	---M--	200	added ('OK')	image/jpeg	etag:%221aeee-596e9b1424c62%22	http://localhost/9Spares/wp-content/uploads/2019/11/Tallam.jpeg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/11/Tallam.jpg	(from http://localhost/9Spares/about-us/)
18:46:37	12065/12065	---M--	200	added ('OK')	text/css	etag:%222f21-596ca60acc243%22	http://localhost/9Spares/wp-content/uploads/elementor/css/post-12.css?ver=1573170833	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/elementor/css/post-12182e.css	(from http://localhost/9Spares/contact-us/)
18:46:38	24690/24690	---M--	200	added ('OK')	text/css	etag:%226072-596d42673c12e%22	http://localhost/9Spares/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.css?ver=1.5.6.2	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/wpforms-lite/assets/css/wpforms-basec36d.css	(from http://localhost/9Spares/contact-us/)
18:46:40	47137/47137	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202020%2015:46:17%20GMT	http://localhost/9Spares/about/	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/about/index.html	(from http://localhost/9Spares/about-us/)
18:46:45	130764/130764	---M--	200	added ('OK')	image/jpeg	etag:%221fecc-596d65fe23845%22	http://localhost/9Spares/wp-content/uploads/2019/01/High-quality-steel-front-bumper-guard-for.jpg	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/uploads/2019/01/High-quality-steel-front-bumper-guard-for.jpg	(from http://localhost/9Spares/about-us/)
18:46:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Jan%202020%2015:46:41%20GMT	http://localhost/9Spares/?p=12	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/index678b.html	(from http://localhost/9Spares/contact-us/)
18:47:00	2219/2219	---M--	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202020%2015:46:39%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fcontact-us%2F	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embedad56.json	(from http://localhost/9Spares/contact-us/)
18:47:16	2312/2312	---M--	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202020%2015:47:00%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fcontact-us%2F&format=xml	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embedb84c	(from http://localhost/9Spares/contact-us/)
18:47:18	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22fae-596d426a754bc%22	http://localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from http://localhost/9Spares/contact-us/)
18:47:20	24368/24368	---M--	200	added ('OK')	application/javascript	etag:%225f30-596d426a5a706%22	http://localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.minb3a6.js	(from http://localhost/9Spares/contact-us/)
18:47:21	15314/15314	---M--	200	added ('OK')	text/css	etag:%223bd2-584269c551a80%22	http://localhost/9Spares/wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.8.0	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/woocommerce/assets/css/select29e95.css	(from http://localhost/9Spares/my-account/)
18:47:24	49964/49964	---M--	200	added ('OK')	application/javascript	etag:%22c32c-596d426b3dbdd%22	http://localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.5.6.2	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-content/plugins/wpforms-lite/assets/js/wpformsc36d.js	(from http://localhost/9Spares/contact-us/)
18:47:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20Jan%202020%2015:47:22%20GMT	http://localhost/9Spares/?p=549	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/indexbcc1.html	(from http://localhost/9Spares/my-account/)
18:47:39	2219/2219	---M--	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202020%2015:47:22%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fmy-account%2F	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embed9227-2.json	(from http://localhost/9Spares/my-account/)
18:47:54	2312/2312	---M--	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202020%2015:47:39%20GMT	http://localhost/9Spares/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2F9Spares%2Fmy-account%2F&format=xml	C:/Users/BRYO/Desktop/9Spares/localhost/9Spares/wp-json/oembed/1.0/embed318f	(from http://localhost/9Spares/my-account/)
